Ano de eleição,Cargo,Coligação,Cor/raça,Detalhe da situação de candidatura,Estado civil,Faixa etária,Federação,Gênero,Grau de instrução,Município,Nacionalidade,Nome social,Ocupação,Reeleição,Região,Sigla partido,Situação de candidatura,Situação de totalização,Tipo eleição,Turno,UF,Quantidade de candidatos,Quantidade de candidatos eleitos,Quantidade de candidatos para o 2º turno,Quantidade de candidatos não eleitos,Quantidade de candidatos suplentes,Quantidade de candidatos não informados,Data de carga
1996,PREFEITO,A FORCA DA RENOVACAO,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,MARCOS PARENTE,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A FORCA DA UNIAO E DO TRABALHO,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,MONSENHOR GIL,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A FORCA QUE VEM DO POVO,#NE,#NE,#NE,75 a 79 anos,,#NE,#NE,TERESINA,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,2.O TURNO,Eleição Ordinária,1,PI,1.0,0.0,1.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A FORCA QUE VEM DO POVO,#NE,#NE,#NE,75 a 79 anos,,#NE,#NE,TERESINA,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,NAO ELEITO,Eleição Ordinária,2,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A HORA DO POVO,#NE,#NE,#NE,25 a 29 anos,,#NE,#NE,BARRA DOS COQUEIROS,#NE,N,#NE,#NE,NORDESTE,PT DO B,#NE,#NULO#,Eleição Ordinária,1,SE,1.0,0.0,0.0,0.0,0.0,1.0,2021-06-21 15:28:17
1996,PREFEITO,A HORA E A VEZ,#NE,#NE,#NE,30 a 34 anos,,#NE,#NE,FLORESTA DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PTB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A LUTA PELA IGUALDADE,#NE,#NE,#NE,50 a 54 anos,,#NE,#NE,SALVADOR,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,BA,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VERDADEIRA MUDANCA,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,MATIAS OLIMPIO,#NE,N,#NE,#NE,NORDESTE,PPS,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VEZ DO POVO,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,CAPITAO DE CAMPOS,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VEZ DO POVO,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,SANTO INACIO DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VEZ DO POVO,#NE,#NE,#NE,50 a 54 anos,,#NE,#NE,COLONIA DO GURGUEIA,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VITORIA DO POVO,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,ANGICAL DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PTB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VOLTA DO PROGRESSO,#NE,#NE,#NE,30 a 34 anos,,#NE,#NE,DEMERVAL LOBAO,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VONTADE DO POVO,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,DEMERVAL LOBAO,#NE,N,#NE,#NE,NORDESTE,PTB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VONTADE DO POVO,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,RIBEIRO GONCALVES,#NE,N,#NE,#NE,NORDESTE,PTB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VONTADE DO POVO,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,WALL FERRAZ,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VONTADE DO POVO,#NE,#NE,#NE,50 a 54 anos,,#NE,#NE,FLORESTA DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,A VONTADE DO POVO,#NE,#NE,#NE,60 a 64 anos,,#NE,#NE,BARRA DOS COQUEIROS,#NE,N,#NE,#NE,NORDESTE,PTB,#NE,#NULO#,Eleição Ordinária,1,SE,1.0,0.0,0.0,0.0,0.0,1.0,2021-06-21 15:28:17
1996,PREFEITO,ACREDITAR NO POVO,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,VILA NOVA DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA 2000,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,CAMPO GRANDE,#NE,N,#NE,#NE,CENTRO-OESTE,PPB,#NE,NAO ELEITO,Eleição Ordinária,1,MS,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA COM O POVO,#NE,#NE,#NE,25 a 29 anos,,#NE,#NE,SAO GONCALO DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA DEMOCRATICA,#NE,#NE,#NE,65 a 69 anos,,#NE,#NE,MANAUS,#NE,N,#NE,#NE,NORTE,PMDB,#NE,NAO ELEITO,Eleição Ordinária,1,AM,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA DEMOCRATICA SAMPEDRENSE,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,SAO PEDRO DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA DO POVO,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,MANAUS,#NE,N,#NE,#NE,NORTE,PPB,#NE,2.O TURNO,Eleição Ordinária,1,AM,1.0,0.0,1.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA DO POVO,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,MANAUS,#NE,N,#NE,#NE,NORTE,PPB,#NE,ELEITO,Eleição Ordinária,2,AM,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA PARA O PROGRESSO,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,ELISEU MARTINS,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA PELA VIDA,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,FLORIANOPOLIS,#NE,N,#NE,#NE,SUL,PV,#NE,#NULO#,Eleição Ordinária,1,SC,1.0,0.0,0.0,0.0,0.0,1.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA POPULAR,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,PALMEIRAIS,#NE,N,#NE,#NE,NORDESTE,PTB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ALIANCA PROGRESSISTA LIBERAL,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,BUJARI,#NE,N,#NE,#NE,NORTE,PPB,#NE,NAO ELEITO,Eleição Ordinária,1,AC,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,APOSENTADOS SOLIDARISTAS,#NE,#NE,#NE,60 a 64 anos,,#NE,#NE,SALVADOR,#NE,N,#NE,#NE,NORDESTE,PAN,#NE,NAO ELEITO,Eleição Ordinária,1,BA,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ARACAJU A HORA E AGORA,#NE,#NE,#NE,50 a 54 anos,,#NE,#NE,ARACAJU,#NE,N,#NE,#NE,NORDESTE,PST,#NE,NAO ELEITO,Eleição Ordinária,1,SE,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ARACAJU CRESCENDO,#NE,#NE,#NE,30 a 34 anos,,#NE,#NE,ARACAJU,#NE,N,#NE,#NE,NORDESTE,PT DO B,#NE,NAO ELEITO,Eleição Ordinária,1,SE,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ARACAJU DO POVO,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,ARACAJU,#NE,N,#NE,#NE,NORDESTE,PT,#NE,2.O TURNO,Eleição Ordinária,1,SE,1.0,0.0,1.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ARACAJU DO POVO,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,ARACAJU,#NE,N,#NE,#NE,NORDESTE,PT,#NE,NAO ELEITO,Eleição Ordinária,2,SE,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ARACAJU PEDE BIS,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,ARACAJU,#NE,N,#NE,#NE,NORDESTE,PDT,#NE,NAO ELEITO,Eleição Ordinária,1,SE,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ARACAJU QUER MARIA,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,ARACAJU,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,NAO ELEITO,Eleição Ordinária,1,SE,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ARRASTAO DA VITORIA,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,NOSSA SENHORA DOS REMEDIOS,#NE,N,#NE,#NE,NORDESTE,PTB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,ARRASTAO DA VITORIA,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,PALMEIRAIS,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,AVANCA RECIFE,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,RECIFE,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,PE,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,BANDEIRA PAULISTA,#NE,#NE,#NE,60 a 64 anos,,#NE,#NE,SAO PAULO,#NE,N,#NE,#NE,SUDESTE,PTN,#NE,NAO ELEITO,Eleição Ordinária,1,SP,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,BARRA PRA FRENTE,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,BARRA DOS COQUEIROS,#NE,N,#NE,#NE,NORDESTE,PRP,#NE,#NULO#,Eleição Ordinária,1,SE,1.0,0.0,0.0,0.0,0.0,1.0,2021-06-21 15:28:17
1996,PREFEITO,BENEDITINOS PRECISA MUDAR,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,BENEDITINOS,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,BH-2000,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,BELO HORIZONTE,#NE,N,#NE,#NE,SUDESTE,PFL,#NE,NAO ELEITO,Eleição Ordinária,1,MG,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,BOA VISTA LIBERTA,#NE,#NE,#NE,50 a 54 anos,,#NE,#NE,BOA VISTA,#NE,N,#NE,#NE,NORTE,PST,#NE,NAO ELEITO,Eleição Ordinária,1,RR,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,BOA VISTA PARA TODOS,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,BOA VISTA,#NE,N,#NE,#NE,NORTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,RR,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,CAMPO LARGO LIVRE,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,CAMPO LARGO DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO  SOCIALISTA DEMOCRATICA,#NE,#NE,#NE,25 a 29 anos,,#NE,#NE,PORTO ALEGRE DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PPS,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO ALVORADA UNIDA,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,ALVORADA DO GURGUEIA,#NE,N,#NE,#NE,NORDESTE,PPS,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO COM O POVO,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,AROAZES,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO CONFIANCA E TRABALHO,#NE,#NE,#NE,30 a 34 anos,,#NE,#NE,SANTA CRUZ DOS MILAGRES,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO DA MUDANCA,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,FRANCINOPOLIS,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO DEMOCRATICA LIBERAL,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,SAO FRANCISCO DE ASSIS DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO DEMOCRATICA VONTADE DO POVO,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,MANOEL EMIDIO,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO DO POVO,#NE,#NE,#NE,30 a 34 anos,,#NE,#NE,SAO MIGUEL DA BAIXA GRANDE,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO ESPERANCA,#NE,#NE,#NE,75 a 79 anos,,#NE,#NE,AROAZES,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO FORCA DO POVO,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,SAO FELIX DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PDT,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO FORCA POPULAR,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,CAMPO GRANDE,#NE,N,#NE,#NE,CENTRO-OESTE,PMDB,#NE,2.O TURNO,Eleição Ordinária,1,MS,1.0,0.0,1.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO FORCA POPULAR,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,CAMPO GRANDE,#NE,N,#NE,#NE,CENTRO-OESTE,PMDB,#NE,ELEITO,Eleição Ordinária,2,MS,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO FRENTE DAS OPOSICOES,#NE,#NE,#NE,65 a 69 anos,,#NE,#NE,CAMPO GRANDE,#NE,N,#NE,#NE,CENTRO-OESTE,PTB,#NE,NAO ELEITO,Eleição Ordinária,1,MS,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO FRENTE DE LIBERTACAO POPULAR,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,FRANCISCO SANTOS,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO FRENTE POPULAR DAS OPOSI¿OES,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,JOAO PESSOA,#NE,N,#NE,#NE,NORDESTE,PMN,#NE,NAO ELEITO,Eleição Ordinária,1,PB,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO FRENTE POPULAR TRABALHISTA JERUMENHA,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,JERUMENHA,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO INTEGRACAO POPULAR,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,FRANCINOPOLIS,#NE,N,#NE,#NE,NORDESTE,PTB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO LIBERAL DEMOCRATA,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,ALVORADA DO GURGUEIA,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO MACAPA DO FUTURO,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,MACAPA,#NE,N,#NE,#NE,NORTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,AP,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO MACAPA PRA VALER,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,MACAPA,#NE,N,#NE,#NE,NORTE,PDT,#NE,NAO ELEITO,Eleição Ordinária,1,AP,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO MELHOR PRA BELEM,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,BELEM,#NE,N,#NE,#NE,NORTE,PDT,#NE,2.O TURNO,Eleição Ordinária,1,PA,1.0,0.0,1.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO MELHOR PRA BELEM,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,BELEM,#NE,N,#NE,#NE,NORTE,PDT,#NE,NAO ELEITO,Eleição Ordinária,2,PA,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO MOBILIZACAO LIBERAL TRABALHISTA,#NE,#NE,#NE,30 a 34 anos,,#NE,#NE,CRISTINO CASTRO,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO MOVIMENTO POPULAR MUDA JOAO PESSOA,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,JOAO PESSOA,#NE,N,#NE,#NE,NORDESTE,PSB,#NE,NAO ELEITO,Eleição Ordinária,1,PB,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO MUDA MACAPA,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,MACAPA,#NE,N,#NE,#NE,NORTE,PSC,#NE,NAO ELEITO,Eleição Ordinária,1,AP,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO O POVO VIRA O JOGO,#NE,#NE,#NE,50 a 54 anos,,#NE,#NE,JOAO PESSOA,#NE,N,#NE,#NE,NORDESTE,PT,#NE,NAO ELEITO,Eleição Ordinária,1,PB,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO PARA A VITORIA,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,GUARIBAS,#NE,N,#NE,#NE,NORDESTE,PL,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO PAZ RESPEITO E SEGURANCA,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,CANAVIEIRA,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO PDT PPS,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,PARNAGUA,#NE,N,#NE,#NE,NORDESTE,PDT,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO POPULAR INDEPENDENTE,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,BELEM,#NE,N,#NE,#NE,NORTE,PSD,#NE,NAO ELEITO,Eleição Ordinária,1,PA,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO POR AMOR A JOAO PESSOA,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,JOAO PESSOA,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,2.O TURNO,Eleição Ordinária,1,PB,1.0,0.0,1.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO POR AMOR A JOAO PESSOA,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,JOAO PESSOA,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,ELEITO,Eleição Ordinária,2,PB,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO POR AMOR A JOAO PESSOA,#NE,#NE,#NE,85 a 89 anos,,#NE,#NE,JOAO PESSOA,#NE,N,#NE,#NE,NORDESTE,PSL,#NE,REGISTRO NEGADO ANTES ELEICAO,Eleição Ordinária,1,PB,1.0,0.0,0.0,0.0,0.0,1.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO POVO NO PODER,#NE,#NE,#NE,35 a 39 anos,,#NE,#NE,NAZARE DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO PROGRESSISTA LIBERAL,#NE,#NE,#NE,30 a 34 anos,,#NE,#NE,PRATA DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PPB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO PROGRESSISTA LIBERAL,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,MONSENHOR HIPOLITO,#NE,N,#NE,#NE,NORDESTE,PPB,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO PSDB PFL PPB,#NE,#NE,#NE,30 a 34 anos,,#NE,#NE,PARNAGUA,#NE,N,#NE,#NE,NORDESTE,PSDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO RESISTENCIA POPULAR,#NE,#NE,#NE,55 a 59 anos,,#NE,#NE,BERTOLINIA,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,#NULO#,Eleição Ordinária,1,PI,1.0,0.0,0.0,0.0,0.0,1.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO TRABALHISTA DE SAO FRANCISCO DE ASSIS DO PIAUI,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,SAO FRANCISCO DE ASSIS DO PIAUI,#NE,N,#NE,#NE,NORDESTE,PTB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO UM SALTO PARA O FUTURO,#NE,#NE,#NE,45 a 49 anos,,#NE,#NE,JERUMENHA,#NE,N,#NE,#NE,NORDESTE,PMDB,#NE,NAO ELEITO,Eleição Ordinária,1,PI,1.0,0.0,0.0,1.0,0.0,0.0,2021-06-21 15:28:17
1996,PREFEITO,COLIGACAO UNIAO DEMOCRATICA,#NE,#NE,#NE,40 a 44 anos,,#NE,#NE,ANTONIO ALMEIDA,#NE,N,#NE,#NE,NORDESTE,PFL,#NE,ELEITO,Eleição Ordinária,1,PI,1.0,1.0,0.0,0.0,0.0,0.0,2021-06-21 15:28:17
